Name,Pick Up Lat,Pick Up Long,Drop Off Lat,Drop Off Long
Nik72971,113.093,-8.725,113.426,-9.058
Nik72972,113.094,-8.724,113.427,-9.057
Nik72973,113.095,-8.723,113.428,-9.056
Nik72974,113.096,-8.722,113.429,-9.055
Nik72975,113.097,-8.721,113.430,-9.054
Nik72976,113.098,-8.720,113.431,-9.053
Nik72977,113.099,-8.719,113.432,-9.052
Nik72978,113.100,-8.718,113.433,-9.051
Nik72979,113.101,-8.717,113.434,-9.050
Nik72980,113.102,-8.716,113.435,-9.049
Nik72981,113.103,-8.715,113.436,-9.048
Nik72982,113.104,-8.714,113.437,-9.047
Nik72983,113.105,-8.713,113.438,-9.046
Nik72984,113.106,-8.712,113.439,-9.045
Nik72985,113.107,-8.711,113.440,-9.044
Nik72986,113.108,-8.710,113.441,-9.043
Nik72987,113.109,-8.709,113.442,-9.042
Nik72988,113.110,-8.708,113.443,-9.041
Nik72989,113.111,-8.707,113.444,-9.040
Nik72990,113.112,-8.706,113.445,-9.039
Nik72991,113.113,-8.705,113.446,-9.038
Nik72992,113.114,-8.704,113.447,-9.037
Nik72993,113.115,-8.703,113.448,-9.036
Nik72994,113.116,-8.702,113.449,-9.035
Nik72995,113.117,-8.701,113.450,-9.034
Nik72996,113.118,-8.700,113.451,-9.033
Nik72997,113.119,-8.699,113.452,-9.032
Nik72998,113.120,-8.698,113.453,-9.031
Nik72999,113.121,-8.697,113.454,-9.030
Nik73000,113.122,-8.696,113.455,-9.029
Nik73001,113.123,-8.695,113.456,-9.028
Nik73002,113.124,-8.694,113.457,-9.027
Nik73003,113.125,-8.693,113.458,-9.026
Nik73004,113.126,-8.692,113.459,-9.025
Nik73005,113.127,-8.691,113.460,-9.024
Nik73006,113.128,-8.690,113.461,-9.023
Nik73007,113.129,-8.689,113.462,-9.022
Nik73008,113.130,-8.688,113.463,-9.021
Nik73009,113.131,-8.687,113.464,-9.020
Nik73010,113.132,-8.686,113.465,-9.019
Nik73011,113.133,-8.685,113.466,-9.018
Nik73012,113.134,-8.684,113.467,-9.017
Nik73013,113.135,-8.683,113.468,-9.016
Nik73014,113.136,-8.682,113.469,-9.015
Nik73015,113.137,-8.681,113.470,-9.014
Nik73016,113.138,-8.680,113.471,-9.013
Nik73017,113.139,-8.679,113.472,-9.012
Nik73018,113.140,-8.678,113.473,-9.011
Nik73019,113.141,-8.677,113.474,-9.010
Nik73020,113.142,-8.676,113.475,-9.009
Nik73021,113.143,-8.675,113.476,-9.008
Nik73022,113.144,-8.674,113.477,-9.007
Nik73023,113.145,-8.673,113.478,-9.006
Nik73024,113.146,-8.672,113.479,-9.005
Nik73025,113.147,-8.671,113.480,-9.004
Nik73026,113.148,-8.670,113.481,-9.003
Nik73027,113.149,-8.669,113.482,-9.002
Nik73028,113.150,-8.668,113.483,-9.001
Nik73029,113.151,-8.667,113.484,-9.000
Nik73030,113.152,-8.666,113.485,-8.999
Nik73031,113.153,-8.665,113.486,-8.998
Nik73032,113.154,-8.664,113.487,-8.997
Nik73033,113.155,-8.663,113.488,-8.996
Nik73034,113.156,-8.662,113.489,-8.995
Nik73035,113.157,-8.661,113.490,-8.994
Nik73036,113.158,-8.660,113.491,-8.993
Nik73037,113.159,-8.659,113.492,-8.992
Nik73038,113.160,-8.658,113.493,-8.991
Nik73039,113.161,-8.657,113.494,-8.990
Nik73040,113.162,-8.656,113.495,-8.989
Nik73041,113.163,-8.655,113.496,-8.988
Nik73042,113.164,-8.654,113.497,-8.987
Nik73043,113.165,-8.653,113.498,-8.986
Nik73044,113.166,-8.652,113.499,-8.985
Nik73045,113.167,-8.651,113.500,-8.984
Nik73046,113.168,-8.650,113.501,-8.983
Nik73047,113.169,-8.649,113.502,-8.982
Nik73048,113.170,-8.648,113.503,-8.981
Nik73049,113.171,-8.647,113.504,-8.980
Nik73050,113.172,-8.646,113.505,-8.979
Nik73051,113.173,-8.645,113.506,-8.978
Nik73052,113.174,-8.644,113.507,-8.977
Nik73053,113.175,-8.643,113.508,-8.976
Nik73054,113.176,-8.642,113.509,-8.975
Nik73055,113.177,-8.641,113.510,-8.974
Nik73056,113.178,-8.640,113.511,-8.973
Nik73057,113.179,-8.639,113.512,-8.972
Nik73058,113.180,-8.638,113.513,-8.971
Nik73059,113.181,-8.637,113.514,-8.970
Nik73060,113.182,-8.636,113.515,-8.969
Nik73061,113.183,-8.635,113.516,-8.968
Nik73062,113.184,-8.634,113.517,-8.967
Nik73063,113.185,-8.633,113.518,-8.966
Nik73064,113.186,-8.632,113.519,-8.965
Nik73065,113.187,-8.631,113.520,-8.964
Nik73066,113.188,-8.630,113.521,-8.963
Nik73067,113.189,-8.629,113.522,-8.962
Nik73068,113.190,-8.628,113.523,-8.961
Nik73069,113.191,-8.627,113.524,-8.960
Nik73070,113.192,-8.626,113.525,-8.959
Nik73071,113.193,-8.625,113.526,-8.958
Nik73072,113.194,-8.624,113.527,-8.957
Nik73073,113.195,-8.623,113.528,-8.956
Nik73074,113.196,-8.622,113.529,-8.955
Nik73075,113.197,-8.621,113.530,-8.954
Nik73076,113.198,-8.620,113.531,-8.953
Nik73077,113.199,-8.619,113.532,-8.952
Nik73078,113.200,-8.618,113.533,-8.951
Nik73079,113.201,-8.617,113.534,-8.950
Nik73080,113.202,-8.616,113.535,-8.949
Nik73081,113.203,-8.615,113.536,-8.948
Nik73082,113.204,-8.614,113.537,-8.947
Nik73083,113.205,-8.613,113.538,-8.946
Nik73084,113.206,-8.612,113.539,-8.945
Nik73085,113.207,-8.611,113.540,-8.944
Nik73086,113.208,-8.610,113.541,-8.943
Nik73087,113.209,-8.609,113.542,-8.942
Nik73088,113.210,-8.608,113.543,-8.941
Nik73089,113.211,-8.607,113.544,-8.940
Nik73090,113.212,-8.606,113.545,-8.939
Nik73091,113.213,-8.605,113.546,-8.938
Nik73092,113.214,-8.604,113.547,-8.937
Nik73093,113.215,-8.603,113.548,-8.936
Nik73094,113.216,-8.602,113.549,-8.935
Nik73095,113.217,-8.601,113.550,-8.934
Nik73096,113.218,-8.600,113.551,-8.933
Nik73097,113.219,-8.599,113.552,-8.932
Nik73098,113.220,-8.598,113.553,-8.931
Nik73099,113.221,-8.597,113.554,-8.930
Nik73100,113.222,-8.596,113.555,-8.929
Nik73101,113.223,-8.595,113.556,-8.928
Nik73102,113.224,-8.594,113.557,-8.927
Nik73103,113.225,-8.593,113.558,-8.926
Nik73104,113.226,-8.592,113.559,-8.925
Nik73105,113.227,-8.591,113.560,-8.924
Nik73106,113.228,-8.590,113.561,-8.923
Nik73107,113.229,-8.589,113.562,-8.922
Nik73108,113.230,-8.588,113.563,-8.921
Nik73109,113.231,-8.587,113.564,-8.920
Nik73110,113.232,-8.586,113.565,-8.919
Nik73111,113.233,-8.585,113.566,-8.918
Nik73112,113.234,-8.584,113.567,-8.917
Nik73113,113.235,-8.583,113.568,-8.916
Nik73114,113.236,-8.582,113.569,-8.915
Nik73115,113.237,-8.581,113.570,-8.914
Nik73116,113.238,-8.580,113.571,-8.913
Nik73117,113.239,-8.579,113.572,-8.912
Nik73118,113.240,-8.578,113.573,-8.911
Nik73119,113.241,-8.577,113.574,-8.910
Nik73120,113.242,-8.576,113.575,-8.909
Nik73121,113.243,-8.575,113.576,-8.908
Nik73122,113.244,-8.574,113.577,-8.907
Nik73123,113.245,-8.573,113.578,-8.906
Nik73124,113.246,-8.572,113.579,-8.905
Nik73125,113.247,-8.571,113.580,-8.904
Nik73126,113.248,-8.570,113.581,-8.903
Nik73127,113.249,-8.569,113.582,-8.902
Nik73128,113.250,-8.568,113.583,-8.901
Nik73129,113.251,-8.567,113.584,-8.900
Nik73130,113.252,-8.566,113.585,-8.899
Nik73131,113.253,-8.565,113.586,-8.898
Nik73132,113.254,-8.564,113.587,-8.897
Nik73133,113.255,-8.563,113.588,-8.896
Nik73134,113.256,-8.562,113.589,-8.895
Nik73135,113.257,-8.561,113.590,-8.894
Nik73136,113.258,-8.560,113.591,-8.893
Nik73137,113.259,-8.559,113.592,-8.892
Nik73138,113.260,-8.558,113.593,-8.891
Nik73139,113.261,-8.557,113.594,-8.890
Nik73140,113.262,-8.556,113.595,-8.889
Nik73141,113.263,-8.555,113.596,-8.888
Nik73142,113.264,-8.554,113.597,-8.887
Nik73143,113.265,-8.553,113.598,-8.886
Nik73144,113.266,-8.552,113.599,-8.885
Nik73145,113.267,-8.551,113.600,-8.884
Nik73146,113.268,-8.550,113.601,-8.883
Nik73147,113.269,-8.549,113.602,-8.882
Nik73148,113.270,-8.548,113.603,-8.881
Nik73149,113.271,-8.547,113.604,-8.880
Nik73150,113.272,-8.546,113.605,-8.879
Nik73151,113.273,-8.545,113.606,-8.878
Nik73152,113.274,-8.544,113.607,-8.877
Nik73153,113.275,-8.543,113.608,-8.876
Nik73154,113.276,-8.542,113.609,-8.875
Nik73155,113.277,-8.541,113.610,-8.874
Nik73156,113.278,-8.540,113.611,-8.873
Nik73157,113.279,-8.539,113.612,-8.872
Nik73158,113.280,-8.538,113.613,-8.871
Nik73159,113.281,-8.537,113.614,-8.870
Nik73160,113.282,-8.536,113.615,-8.869
Nik73161,113.283,-8.535,113.616,-8.868
Nik73162,113.284,-8.534,113.617,-8.867
Nik73163,113.285,-8.533,113.618,-8.866
Nik73164,113.286,-8.532,113.619,-8.865
Nik73165,113.287,-8.531,113.620,-8.864
Nik73166,113.288,-8.530,113.621,-8.863
Nik73167,113.289,-8.529,113.622,-8.862
Nik73168,113.290,-8.528,113.623,-8.861
Nik73169,113.291,-8.527,113.624,-8.860
Nik73170,113.292,-8.526,113.625,-8.859
Nik73171,113.293,-8.525,113.626,-8.858
Nik73172,113.294,-8.524,113.627,-8.857
Nik73173,113.295,-8.523,113.628,-8.856
Nik73174,113.296,-8.522,113.629,-8.855
Nik73175,113.297,-8.521,113.630,-8.854
Nik73176,113.298,-8.520,113.631,-8.853
Nik73177,113.299,-8.519,113.632,-8.852
Nik73178,113.300,-8.518,113.633,-8.851
Nik73179,113.301,-8.517,113.634,-8.850
Nik73180,113.302,-8.516,113.635,-8.849
Nik73181,113.303,-8.515,113.636,-8.848
Nik73182,113.304,-8.514,113.637,-8.847
Nik73183,113.305,-8.513,113.638,-8.846
Nik73184,113.306,-8.512,113.639,-8.845
Nik73185,113.307,-8.511,113.640,-8.844
Nik73186,113.308,-8.510,113.641,-8.843
Nik73187,113.309,-8.509,113.642,-8.842
Nik73188,113.310,-8.508,113.643,-8.841
Nik73189,113.311,-8.507,113.644,-8.840
Nik73190,113.312,-8.506,113.645,-8.839
Nik73191,113.313,-8.505,113.646,-8.838
Nik73192,113.314,-8.504,113.647,-8.837
Nik73193,113.315,-8.503,113.648,-8.836
Nik73194,113.316,-8.502,113.649,-8.835
Nik73195,113.317,-8.501,113.650,-8.834
Nik73196,113.318,-8.500,113.651,-8.833
Nik73197,113.319,-8.499,113.652,-8.832
Nik73198,113.320,-8.498,113.653,-8.831
Nik73199,113.321,-8.497,113.654,-8.830
Nik73200,113.322,-8.496,113.655,-8.829
Nik73201,113.323,-8.495,113.656,-8.828
Nik73202,113.324,-8.494,113.657,-8.827
Nik73203,113.325,-8.493,113.658,-8.826
Nik73204,113.326,-8.492,113.659,-8.825
Nik73205,113.327,-8.491,113.660,-8.824
Nik73206,113.328,-8.490,113.661,-8.823
Nik73207,113.329,-8.489,113.662,-8.822
Nik73208,113.330,-8.488,113.663,-8.821
Nik73209,113.331,-8.487,113.664,-8.820
Nik73210,113.332,-8.486,113.665,-8.819
Nik73211,113.333,-8.485,113.666,-8.818
Nik73212,113.334,-8.484,113.667,-8.817
Nik73213,113.335,-8.483,113.668,-8.816
Nik73214,113.336,-8.482,113.669,-8.815
Nik73215,113.337,-8.481,113.670,-8.814
Nik73216,113.338,-8.480,113.671,-8.813
Nik73217,113.339,-8.479,113.672,-8.812
Nik73218,113.340,-8.478,113.673,-8.811
Nik73219,113.341,-8.477,113.674,-8.810
Nik73220,113.342,-8.476,113.675,-8.809
Nik73221,113.343,-8.475,113.676,-8.808
Nik73222,113.344,-8.474,113.677,-8.807
Nik73223,113.345,-8.473,113.678,-8.806
Nik73224,113.346,-8.472,113.679,-8.805
Nik73225,113.347,-8.471,113.680,-8.804
Nik73226,113.348,-8.470,113.681,-8.803
Nik73227,113.349,-8.469,113.682,-8.802
Nik73228,113.350,-8.468,113.683,-8.801
Nik73229,113.351,-8.467,113.684,-8.800
Nik73230,113.352,-8.466,113.685,-8.799
Nik73231,113.353,-8.465,113.686,-8.798
Nik73232,113.354,-8.464,113.687,-8.797
Nik73233,113.355,-8.463,113.688,-8.796
Nik73234,113.356,-8.462,113.689,-8.795
Nik73235,113.357,-8.461,113.690,-8.794
Nik73236,113.358,-8.460,113.691,-8.793
Nik73237,113.359,-8.459,113.692,-8.792
Nik73238,113.360,-8.458,113.693,-8.791
Nik73239,113.361,-8.457,113.694,-8.790
Nik73240,113.362,-8.456,113.695,-8.789
Nik73241,113.363,-8.455,113.696,-8.788
Nik73242,113.364,-8.454,113.697,-8.787
Nik73243,113.365,-8.453,113.698,-8.786
Nik73244,113.366,-8.452,113.699,-8.785
Nik73245,113.367,-8.451,113.700,-8.784
Nik73246,113.368,-8.450,113.701,-8.783
Nik73247,113.369,-8.449,113.702,-8.782
Nik73248,113.370,-8.448,113.703,-8.781
Nik73249,113.371,-8.447,113.704,-8.780
Nik73250,113.372,-8.446,113.705,-8.779
Nik73251,113.373,-8.445,113.706,-8.778
Nik73252,113.374,-8.444,113.707,-8.777
Nik73253,113.375,-8.443,113.708,-8.776
Nik73254,113.376,-8.442,113.709,-8.775
Nik73255,113.377,-8.441,113.710,-8.774
Nik73256,113.378,-8.440,113.711,-8.773
Nik73257,113.379,-8.439,113.712,-8.772
Nik73258,113.380,-8.438,113.713,-8.771
Nik73259,113.381,-8.437,113.714,-8.770
Nik73260,113.382,-8.436,113.715,-8.769
Nik73261,113.383,-8.435,113.716,-8.768
Nik73262,113.384,-8.434,113.717,-8.767
Nik73263,113.385,-8.433,113.718,-8.766
Nik73264,113.386,-8.432,113.719,-8.765
Nik73265,113.387,-8.431,113.720,-8.764
Nik73266,113.388,-8.430,113.721,-8.763
Nik73267,113.389,-8.429,113.722,-8.762
Nik73268,113.390,-8.428,113.723,-8.761
Nik73269,113.391,-8.427,113.724,-8.760
Nik73270,113.392,-8.426,113.725,-8.759
Nik73271,113.393,-8.425,113.726,-8.758
Nik73272,113.394,-8.424,113.727,-8.757
Nik73273,113.395,-8.423,113.728,-8.756
Nik73274,113.396,-8.422,113.729,-8.755
Nik73275,113.397,-8.421,113.730,-8.754
Nik73276,113.398,-8.420,113.731,-8.753
Nik73277,113.399,-8.419,113.732,-8.752
Nik73278,113.400,-8.418,113.733,-8.751
Nik73279,113.401,-8.417,113.734,-8.750
Nik73280,113.402,-8.416,113.735,-8.749
Nik73281,113.403,-8.415,113.736,-8.748
Nik73282,113.404,-8.414,113.737,-8.747
Nik73283,113.405,-8.413,113.738,-8.746
Nik73284,113.406,-8.412,113.739,-8.745
Nik73285,113.407,-8.411,113.740,-8.744
Nik73286,113.408,-8.410,113.741,-8.743
Nik73287,113.409,-8.409,113.742,-8.742
Nik73288,113.410,-8.408,113.743,-8.741
Nik73289,113.411,-8.407,113.744,-8.740
Nik73290,113.412,-8.406,113.745,-8.739
Nik73291,113.413,-8.405,113.746,-8.738
Nik73292,113.414,-8.404,113.747,-8.737
Nik73293,113.415,-8.403,113.748,-8.736
Nik73294,113.416,-8.402,113.749,-8.735
Nik73295,113.417,-8.401,113.750,-8.734
Nik73296,113.418,-8.400,113.751,-8.733
Nik73297,113.419,-8.399,113.752,-8.732
Nik73298,113.420,-8.398,113.753,-8.731
Nik73299,113.421,-8.397,113.754,-8.730
Nik73300,113.422,-8.396,113.755,-8.729
Nik73301,113.423,-8.395,113.756,-8.728
Nik73302,113.424,-8.394,113.757,-8.727
Nik73303,113.425,-8.393,113.758,-8.726
Nik73304,113.426,-8.392,113.759,-8.725
Nik73305,113.427,-8.391,113.760,-8.724
Nik73306,113.428,-8.390,113.761,-8.723
Nik73307,113.429,-8.389,113.762,-8.722
Nik73308,113.430,-8.388,113.763,-8.721
Nik73309,113.431,-8.387,113.764,-8.720
Nik73310,113.432,-8.386,113.765,-8.719
Nik73311,113.433,-8.385,113.766,-8.718
Nik73312,113.434,-8.384,113.767,-8.717
Nik73313,113.435,-8.383,113.768,-8.716
Nik73314,113.436,-8.382,113.769,-8.715
Nik73315,113.437,-8.381,113.770,-8.714
Nik73316,113.438,-8.380,113.771,-8.713
Nik73317,113.439,-8.379,113.772,-8.712
Nik73318,113.440,-8.378,113.773,-8.711
Nik73319,113.441,-8.377,113.774,-8.710
Nik73320,113.442,-8.376,113.775,-8.709
Nik73321,113.443,-8.375,113.776,-8.708
Nik73322,113.444,-8.374,113.777,-8.707
Nik73323,113.445,-8.373,113.778,-8.706
Nik73324,113.446,-8.372,113.779,-8.705
Nik73325,113.447,-8.371,113.780,-8.704
Nik73326,113.448,-8.370,113.781,-8.703
Nik73327,113.449,-8.369,113.782,-8.702
Nik73328,113.450,-8.368,113.783,-8.701
Nik73329,113.451,-8.367,113.784,-8.700
Nik73330,113.452,-8.366,113.785,-8.699
Nik73331,113.453,-8.365,113.786,-8.698
Nik73332,113.454,-8.364,113.787,-8.697
Nik73333,113.455,-8.363,113.788,-8.696
Nik73334,113.456,-8.362,113.789,-8.695
Nik73335,113.457,-8.361,113.790,-8.694
Nik73336,113.458,-8.360,113.791,-8.693
Nik73337,113.459,-8.359,113.792,-8.692
Nik73338,113.460,-8.358,113.793,-8.691
Nik73339,113.461,-8.357,113.794,-8.690
Nik73340,113.462,-8.356,113.795,-8.689
Nik73341,113.463,-8.355,113.796,-8.688
Nik73342,113.464,-8.354,113.797,-8.687
Nik73343,113.465,-8.353,113.798,-8.686
Nik73344,113.466,-8.352,113.799,-8.685
Nik73345,113.467,-8.351,113.800,-8.684
Nik73346,113.468,-8.350,113.801,-8.683
Nik73347,113.469,-8.349,113.802,-8.682
Nik73348,113.470,-8.348,113.803,-8.681
Nik73349,113.471,-8.347,113.804,-8.680
Nik73350,113.472,-8.346,113.805,-8.679
Nik73351,113.473,-8.345,113.806,-8.678
Nik73352,113.474,-8.344,113.807,-8.677
Nik73353,113.475,-8.343,113.808,-8.676
Nik73354,113.476,-8.342,113.809,-8.675
Nik73355,113.477,-8.341,113.810,-8.674
Nik73356,113.478,-8.340,113.811,-8.673
Nik73357,113.479,-8.339,113.812,-8.672
Nik73358,113.480,-8.338,113.813,-8.671
Nik73359,113.481,-8.337,113.814,-8.670
Nik73360,113.482,-8.336,113.815,-8.669
Nik73361,113.483,-8.335,113.816,-8.668
Nik73362,113.484,-8.334,113.817,-8.667
Nik73363,113.485,-8.333,113.818,-8.666
Nik73364,113.486,-8.332,113.819,-8.665
Nik73365,113.487,-8.331,113.820,-8.664
Nik73366,113.488,-8.330,113.821,-8.663
Nik73367,113.489,-8.329,113.822,-8.662
Nik73368,113.490,-8.328,113.823,-8.661
Nik73369,113.491,-8.327,113.824,-8.660
Nik73370,113.492,-8.326,113.825,-8.659
Nik73371,113.493,-8.325,113.826,-8.658
Nik73372,113.494,-8.324,113.827,-8.657
Nik73373,113.495,-8.323,113.828,-8.656
Nik73374,113.496,-8.322,113.829,-8.655
Nik73375,113.497,-8.321,113.830,-8.654
Nik73376,113.498,-8.320,113.831,-8.653
Nik73377,113.499,-8.319,113.832,-8.652
Nik73378,113.500,-8.318,113.833,-8.651
Nik73379,113.501,-8.317,113.834,-8.650
Nik73380,113.502,-8.316,113.835,-8.649
Nik73381,113.503,-8.315,113.836,-8.648
Nik73382,113.504,-8.314,113.837,-8.647
Nik73383,113.505,-8.313,113.838,-8.646
Nik73384,113.506,-8.312,113.839,-8.645
Nik73385,113.507,-8.311,113.840,-8.644
Nik73386,113.508,-8.310,113.841,-8.643
Nik73387,113.509,-8.309,113.842,-8.642
Nik73388,113.510,-8.308,113.843,-8.641
Nik73389,113.511,-8.307,113.844,-8.640
Nik73390,113.512,-8.306,113.845,-8.639
Nik73391,113.513,-8.305,113.846,-8.638
Nik73392,113.514,-8.304,113.847,-8.637
Nik73393,113.515,-8.303,113.848,-8.636
Nik73394,113.516,-8.302,113.849,-8.635
Nik73395,113.517,-8.301,113.850,-8.634
Nik73396,113.518,-8.300,113.851,-8.633
Nik73397,113.519,-8.299,113.852,-8.632
Nik73398,113.520,-8.298,113.853,-8.631
Nik73399,113.521,-8.297,113.854,-8.630
Nik73400,113.522,-8.296,113.855,-8.629
Nik73401,113.523,-8.295,113.856,-8.628
Nik73402,113.524,-8.294,113.857,-8.627
Nik73403,113.525,-8.293,113.858,-8.626
Nik73404,113.526,-8.292,113.859,-8.625
Nik73405,113.527,-8.291,113.860,-8.624
Nik73406,113.528,-8.290,113.861,-8.623
Nik73407,113.529,-8.289,113.862,-8.622
Nik73408,113.530,-8.288,113.863,-8.621
Nik73409,113.531,-8.287,113.864,-8.620
Nik73410,113.532,-8.286,113.865,-8.619
Nik73411,113.533,-8.285,113.866,-8.618
Nik73412,113.534,-8.284,113.867,-8.617
Nik73413,113.535,-8.283,113.868,-8.616
Nik73414,113.536,-8.282,113.869,-8.615
Nik73415,113.537,-8.281,113.870,-8.614
Nik73416,113.538,-8.280,113.871,-8.613
Nik73417,113.539,-8.279,113.872,-8.612
Nik73418,113.540,-8.278,113.873,-8.611
Nik73419,113.541,-8.277,113.874,-8.610
Nik73420,113.542,-8.276,113.875,-8.609
Nik73421,113.543,-8.275,113.876,-8.608
Nik73422,113.544,-8.274,113.877,-8.607
Nik73423,113.545,-8.273,113.878,-8.606
Nik73424,113.546,-8.272,113.879,-8.605
Nik73425,113.547,-8.271,113.880,-8.604
Nik73426,113.548,-8.270,113.881,-8.603
Nik73427,113.549,-8.269,113.882,-8.602
Nik73428,113.550,-8.268,113.883,-8.601
Nik73429,113.551,-8.267,113.884,-8.600
Nik73430,113.552,-8.266,113.885,-8.599
Nik73431,113.553,-8.265,113.886,-8.598
Nik73432,113.554,-8.264,113.887,-8.597
Nik73433,113.555,-8.263,113.888,-8.596
Nik73434,113.556,-8.262,113.889,-8.595
Nik73435,113.557,-8.261,113.890,-8.594
Nik73436,113.558,-8.260,113.891,-8.593
Nik73437,113.559,-8.259,113.892,-8.592
Nik73438,113.560,-8.258,113.893,-8.591
Nik73439,113.561,-8.257,113.894,-8.590
Nik73440,113.562,-8.256,113.895,-8.589
Nik73441,113.563,-8.255,113.896,-8.588
Nik73442,113.564,-8.254,113.897,-8.587
Nik73443,113.565,-8.253,113.898,-8.586
Nik73444,113.566,-8.252,113.899,-8.585
Nik73445,113.567,-8.251,113.900,-8.584
Nik73446,113.568,-8.250,113.901,-8.583
Nik73447,113.569,-8.249,113.902,-8.582
Nik73448,113.570,-8.248,113.903,-8.581
Nik73449,113.571,-8.247,113.904,-8.580
Nik73450,113.572,-8.246,113.905,-8.579
Nik73451,113.573,-8.245,113.906,-8.578
Nik73452,113.574,-8.244,113.907,-8.577
Nik73453,113.575,-8.243,113.908,-8.576
Nik73454,113.576,-8.242,113.909,-8.575
Nik73455,113.577,-8.241,113.910,-8.574
Nik73456,113.578,-8.240,113.911,-8.573
Nik73457,113.579,-8.239,113.912,-8.572
Nik73458,113.580,-8.238,113.913,-8.571
Nik73459,113.581,-8.237,113.914,-8.570
Nik73460,113.582,-8.236,113.915,-8.569
Nik73461,113.583,-8.235,113.916,-8.568
Nik73462,113.584,-8.234,113.917,-8.567
Nik73463,113.585,-8.233,113.918,-8.566
Nik73464,113.586,-8.232,113.919,-8.565
Nik73465,113.587,-8.231,113.920,-8.564
Nik73466,113.588,-8.230,113.921,-8.563
Nik73467,113.589,-8.229,113.922,-8.562
Nik73468,113.590,-8.228,113.923,-8.561
Nik73469,113.591,-8.227,113.924,-8.560
Nik73470,113.592,-8.226,113.925,-8.559
Nik73471,113.593,-8.225,113.926,-8.558
Nik73472,113.594,-8.224,113.927,-8.557
Nik73473,113.595,-8.223,113.928,-8.556
Nik73474,113.596,-8.222,113.929,-8.555
Nik73475,113.597,-8.221,113.930,-8.554
Nik73476,113.598,-8.220,113.931,-8.553
Nik73477,113.599,-8.219,113.932,-8.552
Nik73478,113.600,-8.218,113.933,-8.551
Nik73479,113.601,-8.217,113.934,-8.550
Nik73480,113.602,-8.216,113.935,-8.549
Nik73481,113.603,-8.215,113.936,-8.548
Nik73482,113.604,-8.214,113.937,-8.547
Nik73483,113.605,-8.213,113.938,-8.546
Nik73484,113.606,-8.212,113.939,-8.545
Nik73485,113.607,-8.211,113.940,-8.544
Nik73486,113.608,-8.210,113.941,-8.543
Nik73487,113.609,-8.209,113.942,-8.542
Nik73488,113.610,-8.208,113.943,-8.541
Nik73489,113.611,-8.207,113.944,-8.540
Nik73490,113.612,-8.206,113.945,-8.539
Nik73491,113.613,-8.205,113.946,-8.538
Nik73492,113.614,-8.204,113.947,-8.537
Nik73493,113.615,-8.203,113.948,-8.536
Nik73494,113.616,-8.202,113.949,-8.535
Nik73495,113.617,-8.201,113.950,-8.534
Nik73496,113.618,-8.200,113.951,-8.533
Nik73497,113.619,-8.199,113.952,-8.532
Nik73498,113.620,-8.198,113.953,-8.531
Nik73499,113.621,-8.197,113.954,-8.530
Nik73500,113.622,-8.196,113.955,-8.529
Nik73501,113.623,-8.195,113.956,-8.528
Nik73502,113.624,-8.194,113.957,-8.527
Nik73503,113.625,-8.193,113.958,-8.526
Nik73504,113.626,-8.192,113.959,-8.525
Nik73505,113.627,-8.191,113.960,-8.524
Nik73506,113.628,-8.190,113.961,-8.523
Nik73507,113.629,-8.189,113.962,-8.522
Nik73508,113.630,-8.188,113.963,-8.521
Nik73509,113.631,-8.187,113.964,-8.520
Nik73510,113.632,-8.186,113.965,-8.519
Nik73511,113.633,-8.185,113.966,-8.518
Nik73512,113.634,-8.184,113.967,-8.517
Nik73513,113.635,-8.183,113.968,-8.516
Nik73514,113.636,-8.182,113.969,-8.515
Nik73515,113.637,-8.181,113.970,-8.514
Nik73516,113.638,-8.180,113.971,-8.513
Nik73517,113.639,-8.179,113.972,-8.512
Nik73518,113.640,-8.178,113.973,-8.511
Nik73519,113.641,-8.177,113.974,-8.510
Nik73520,113.642,-8.176,113.975,-8.509
Nik73521,113.643,-8.175,113.976,-8.508
Nik73522,113.644,-8.174,113.977,-8.507
Nik73523,113.645,-8.173,113.978,-8.506
Nik73524,113.646,-8.172,113.979,-8.505
Nik73525,113.647,-8.171,113.980,-8.504
Nik73526,113.648,-8.170,113.981,-8.503
Nik73527,113.649,-8.169,113.982,-8.502
Nik73528,113.650,-8.168,113.983,-8.501
Nik73529,113.651,-8.167,113.984,-8.500
Nik73530,113.652,-8.166,113.985,-8.499
Nik73531,113.653,-8.165,113.986,-8.498
Nik73532,113.654,-8.164,113.987,-8.497
Nik73533,113.655,-8.163,113.988,-8.496
Nik73534,113.656,-8.162,113.989,-8.495
Nik73535,113.657,-8.161,113.990,-8.494
Nik73536,113.658,-8.160,113.991,-8.493
Nik73537,113.659,-8.159,113.992,-8.492
Nik73538,113.660,-8.158,113.993,-8.491
Nik73539,113.661,-8.157,113.994,-8.490
Nik73540,113.662,-8.156,113.995,-8.489
Nik73541,113.663,-8.155,113.996,-8.488
Nik73542,113.664,-8.154,113.997,-8.487
Nik73543,113.665,-8.153,113.998,-8.486
Nik73544,113.666,-8.152,113.999,-8.485
Nik73545,113.667,-8.151,114.000,-8.484
Nik73546,113.668,-8.150,114.001,-8.483
Nik73547,113.669,-8.149,114.002,-8.482
Nik73548,113.670,-8.148,114.003,-8.481
Nik73549,113.671,-8.147,114.004,-8.480
Nik73550,113.672,-8.146,114.005,-8.479
Nik73551,113.673,-8.145,114.006,-8.478
